,audio_file,cf_detection_number,detection_start,detection_stop
0,matching_annotaudio_Aditya_2018-08-17_23_82_hp,0.0,0.082716,0.104384
1,matching_annotaudio_Aditya_2018-08-17_23_82_hp,1.0,0.259184,0.275992
2,matching_annotaudio_Aditya_2018-08-17_23_82_hp,2.0,0.448248,0.462572
0,matching_annotaudio_Aditya_2018-08-17_23_91_hp,0.0,0.171052,0.185848
0,matching_annotaudio_Aditya_2018-08-17_23_92_hp,0.0,0.171192,0.182136
1,matching_annotaudio_Aditya_2018-08-17_23_92_hp,1.0,0.212872,0.22886
2,matching_annotaudio_Aditya_2018-08-17_23_92_hp,2.0,0.235012,0.252232
3,matching_annotaudio_Aditya_2018-08-17_23_92_hp,3.0,0.278764,0.29488
4,matching_annotaudio_Aditya_2018-08-17_23_92_hp,4.0,0.34198,0.360852
0,matching_annotaudio_Aditya_2018-08-17_34_12_hp,0.0,0.057944,0.068208
1,matching_annotaudio_Aditya_2018-08-17_34_12_hp,1.0,0.087428,0.109564
0,matching_annotaudio_Aditya_2018-08-17_34_120_hp,0.0,0.234744,0.248424
0,matching_annotaudio_Aditya_2018-08-17_34_132_hp,0.0,0.230564,0.249992
0,matching_annotaudio_Aditya_2018-08-17_34_133_hp,0.0,0.230564,0.249992
0,matching_annotaudio_Aditya_2018-08-17_34_147_hp,0.0,0.153984,0.165952
1,matching_annotaudio_Aditya_2018-08-17_34_147_hp,1.0,0.234444,0.249748
2,matching_annotaudio_Aditya_2018-08-17_34_147_hp,2.0,0.256012,0.2691
3,matching_annotaudio_Aditya_2018-08-17_34_147_hp,3.0,0.311,0.324628
4,matching_annotaudio_Aditya_2018-08-17_34_147_hp,4.0,0.331992,0.342136
0,matching_annotaudio_Aditya_2018-08-17_34_151_hp,0.0,0.010796,0.026592
1,matching_annotaudio_Aditya_2018-08-17_34_151_hp,1.0,0.076012,0.094856
0,matching_annotaudio_Aditya_2018-08-17_34_158_hp,0.0,0.315036,0.32616
0,matching_annotaudio_Aditya_2018-08-17_34_168_hp,0.0,0.106144,0.116532
1,matching_annotaudio_Aditya_2018-08-17_34_168_hp,1.0,0.12318,0.13846
2,matching_annotaudio_Aditya_2018-08-17_34_168_hp,2.0,0.145124,0.158628
3,matching_annotaudio_Aditya_2018-08-17_34_168_hp,3.0,0.189208,0.20158
4,matching_annotaudio_Aditya_2018-08-17_34_168_hp,4.0,0.20716,0.223972
5,matching_annotaudio_Aditya_2018-08-17_34_168_hp,5.0,0.229516,0.244396
6,matching_annotaudio_Aditya_2018-08-17_34_168_hp,6.0,0.272796,0.288524
7,matching_annotaudio_Aditya_2018-08-17_34_168_hp,7.0,0.294756,0.31578
8,matching_annotaudio_Aditya_2018-08-17_34_168_hp,8.0,0.41922,0.433624
0,matching_annotaudio_Aditya_2018-08-17_34_18_hp,0.0,0.073052,0.09112
1,matching_annotaudio_Aditya_2018-08-17_34_18_hp,1.0,0.156232,0.17222
2,matching_annotaudio_Aditya_2018-08-17_34_18_hp,2.0,0.22816,0.265472
0,matching_annotaudio_Aditya_2018-08-17_34_2_hp,0.0,0.213036,0.228848
1,matching_annotaudio_Aditya_2018-08-17_34_2_hp,1.0,0.233964,0.249328
0,matching_annotaudio_Aditya_2018-08-17_34_201_hp,0.0,0.152508,0.169388
1,matching_annotaudio_Aditya_2018-08-17_34_201_hp,1.0,0.232852,0.251616
0,matching_annotaudio_Aditya_2018-08-17_34_208_hp,0.0,0.23218,0.249704
0,matching_annotaudio_Aditya_2018-08-17_34_35_hp,0.0,0.070336,0.083188
1,matching_annotaudio_Aditya_2018-08-17_34_35_hp,1.0,0.084836,0.100548
2,matching_annotaudio_Aditya_2018-08-17_34_35_hp,2.0,0.113656,0.128344
3,matching_annotaudio_Aditya_2018-08-17_34_35_hp,3.0,0.137252,0.150436
4,matching_annotaudio_Aditya_2018-08-17_34_35_hp,4.0,0.155088,0.172864
5,matching_annotaudio_Aditya_2018-08-17_34_35_hp,5.0,0.177684,0.209184
6,matching_annotaudio_Aditya_2018-08-17_34_35_hp,6.0,0.218336,0.233776
7,matching_annotaudio_Aditya_2018-08-17_34_35_hp,7.0,0.290052,0.31394
8,matching_annotaudio_Aditya_2018-08-17_34_35_hp,8.0,0.452564,0.46668
9,matching_annotaudio_Aditya_2018-08-17_34_35_hp,9.0,0.47314,0.492832
0,matching_annotaudio_Aditya_2018-08-17_34_40_hp,0.0,0.005356,0.01854
1,matching_annotaudio_Aditya_2018-08-17_34_40_hp,1.0,0.070216,0.083564
2,matching_annotaudio_Aditya_2018-08-17_34_40_hp,2.0,0.155504,0.171096
3,matching_annotaudio_Aditya_2018-08-17_34_40_hp,3.0,0.233464,0.2498
4,matching_annotaudio_Aditya_2018-08-17_34_40_hp,4.0,0.315212,0.328084
0,matching_annotaudio_Aditya_2018-08-17_34_41_hp,0.0,0.0,0.016268
1,matching_annotaudio_Aditya_2018-08-17_34_41_hp,1.0,0.054408,0.103232
2,matching_annotaudio_Aditya_2018-08-17_34_41_hp,2.0,0.150276,0.190464
3,matching_annotaudio_Aditya_2018-08-17_34_41_hp,3.0,0.225572,0.254432
4,matching_annotaudio_Aditya_2018-08-17_34_41_hp,4.0,0.254628,0.270904
5,matching_annotaudio_Aditya_2018-08-17_34_41_hp,5.0,0.303652,0.348888
6,matching_annotaudio_Aditya_2018-08-17_34_41_hp,6.0,0.46624,0.499492
0,matching_annotaudio_Aditya_2018-08-17_34_49_hp,0.0,0.0,0.013576
1,matching_annotaudio_Aditya_2018-08-17_34_49_hp,1.0,0.070592,0.095432
2,matching_annotaudio_Aditya_2018-08-17_34_49_hp,2.0,0.13348,0.176416
3,matching_annotaudio_Aditya_2018-08-17_34_49_hp,3.0,0.222068,0.260536
4,matching_annotaudio_Aditya_2018-08-17_34_49_hp,4.0,0.2687,0.283712
0,matching_annotaudio_Aditya_2018-08-17_34_54_hp,0.0,0.01722,0.052996
1,matching_annotaudio_Aditya_2018-08-17_34_54_hp,1.0,0.1125,0.126244
2,matching_annotaudio_Aditya_2018-08-17_34_54_hp,2.0,0.152904,0.178796
3,matching_annotaudio_Aditya_2018-08-17_34_54_hp,3.0,0.211804,0.230316
4,matching_annotaudio_Aditya_2018-08-17_34_54_hp,4.0,0.236544,0.25912
5,matching_annotaudio_Aditya_2018-08-17_34_54_hp,5.0,0.319868,0.338764
0,matching_annotaudio_Aditya_2018-08-17_34_64_hp,0.0,0.08036,0.09074
1,matching_annotaudio_Aditya_2018-08-17_34_64_hp,1.0,0.261612,0.280524
0,matching_annotaudio_Aditya_2018-08-17_34_65_hp,0.0,0.054216,0.064596
1,matching_annotaudio_Aditya_2018-08-17_34_65_hp,1.0,0.235468,0.25438
0,matching_annotaudio_Aditya_2018-08-17_34_69_hp,0.0,0.212368,0.233036
1,matching_annotaudio_Aditya_2018-08-17_34_69_hp,1.0,0.257504,0.269788
2,matching_annotaudio_Aditya_2018-08-17_34_69_hp,2.0,0.296776,0.30908
3,matching_annotaudio_Aditya_2018-08-17_34_69_hp,3.0,0.337652,0.349336
4,matching_annotaudio_Aditya_2018-08-17_34_69_hp,4.0,0.355736,0.368804
0,matching_annotaudio_Aditya_2018-08-17_34_72_hp,0.0,0.117588,0.12888
1,matching_annotaudio_Aditya_2018-08-17_34_72_hp,1.0,0.369936,0.388852
0,matching_annotaudio_Aditya_2018-08-17_34_77_hp,0.0,0.061008,0.078456
1,matching_annotaudio_Aditya_2018-08-17_34_77_hp,1.0,0.09616,0.10668
2,matching_annotaudio_Aditya_2018-08-17_34_77_hp,2.0,0.155972,0.173228
3,matching_annotaudio_Aditya_2018-08-17_34_77_hp,3.0,0.18806,0.200352
4,matching_annotaudio_Aditya_2018-08-17_34_77_hp,4.0,0.2278,0.249896
5,matching_annotaudio_Aditya_2018-08-17_34_77_hp,5.0,0.256084,0.279168
6,matching_annotaudio_Aditya_2018-08-17_34_77_hp,6.0,0.308672,0.329252
7,matching_annotaudio_Aditya_2018-08-17_34_77_hp,7.0,0.33538,0.36138
8,matching_annotaudio_Aditya_2018-08-17_34_77_hp,8.0,0.392488,0.417884
9,matching_annotaudio_Aditya_2018-08-17_34_77_hp,9.0,0.480376,0.499492
0,matching_annotaudio_Aditya_2018-08-17_34_78_hp,0.0,0.141544,0.16958
1,matching_annotaudio_Aditya_2018-08-17_34_78_hp,1.0,0.176876,0.19554
2,matching_annotaudio_Aditya_2018-08-17_34_78_hp,2.0,0.225056,0.254548
3,matching_annotaudio_Aditya_2018-08-17_34_78_hp,3.0,0.261896,0.280976
4,matching_annotaudio_Aditya_2018-08-17_34_78_hp,4.0,0.311836,0.35732
5,matching_annotaudio_Aditya_2018-08-17_34_78_hp,5.0,0.396592,0.41458
0,matching_annotaudio_Aditya_2018-08-17_45_116_hp,0.0,0.230544,0.249384
0,matching_annotaudio_Aditya_2018-08-17_45_118_hp,0.0,0.144796,0.166004
1,matching_annotaudio_Aditya_2018-08-17_45_118_hp,1.0,0.220124,0.232872
2,matching_annotaudio_Aditya_2018-08-17_45_118_hp,2.0,0.233112,0.252196
3,matching_annotaudio_Aditya_2018-08-17_45_118_hp,3.0,0.30938,0.320528
4,matching_annotaudio_Aditya_2018-08-17_45_118_hp,4.0,0.387132,0.409864
0,matching_annotaudio_Aditya_2018-08-17_45_119_hp,0.0,0.040832,0.051408
1,matching_annotaudio_Aditya_2018-08-17_45_119_hp,1.0,0.170828,0.183536
2,matching_annotaudio_Aditya_2018-08-17_45_119_hp,2.0,0.233592,0.253048
0,matching_annotaudio_Aditya_2018-08-17_45_135_hp,0.0,0.055652,0.070092
1,matching_annotaudio_Aditya_2018-08-17_45_135_hp,1.0,0.078268,0.0883
2,matching_annotaudio_Aditya_2018-08-17_45_135_hp,2.0,0.142792,0.157748
0,matching_annotaudio_Aditya_2018-08-17_45_162_hp,0.0,0.228292,0.250988
1,matching_annotaudio_Aditya_2018-08-17_45_162_hp,1.0,0.317784,0.332784
2,matching_annotaudio_Aditya_2018-08-17_45_162_hp,2.0,0.399584,0.416032
0,matching_annotaudio_Aditya_2018-08-17_45_164_hp,0.0,0.218684,0.230176
1,matching_annotaudio_Aditya_2018-08-17_45_164_hp,1.0,0.23564,0.25274
0,matching_annotaudio_Aditya_2018-08-17_45_342_hp,0.0,0.140268,0.156544
1,matching_annotaudio_Aditya_2018-08-17_45_342_hp,1.0,0.161948,0.179548
2,matching_annotaudio_Aditya_2018-08-17_45_342_hp,2.0,0.18488,0.199492
3,matching_annotaudio_Aditya_2018-08-17_45_342_hp,3.0,0.230504,0.249276
4,matching_annotaudio_Aditya_2018-08-17_45_342_hp,4.0,0.253276,0.26922
0,matching_annotaudio_Aditya_2018-08-17_56_1_hp,0.0,0.088768,0.106
0,matching_annotaudio_Aditya_2018-08-17_56_11_hp,0.0,0.095856,0.10966
0,matching_annotaudio_Aditya_2018-08-17_56_58_hp,0.0,0.092932,0.105668
0,matching_annotaudio_Aditya_2018-08-17_56_78_hp,0.0,0.076068,0.094248
1,matching_annotaudio_Aditya_2018-08-17_56_78_hp,1.0,0.131192,0.143448
2,matching_annotaudio_Aditya_2018-08-17_56_78_hp,2.0,0.183516,0.1999
3,matching_annotaudio_Aditya_2018-08-17_56_78_hp,3.0,0.206856,0.22596
0,matching_annotaudio_Aditya_2018-08-17_56_96_hp,0.0,0.23476,0.248668
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_104_hp,0.0,0.043408,0.065248
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_109_hp,0.0,0.10406,0.11982
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_109_hp,1.0,0.128656,0.139756
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_110_hp,0.0,0.225432,0.239404
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_112_hp,0.0,0.204708,0.226356
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_112_hp,1.0,0.235684,0.249736
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_112_hp,2.0,0.278512,0.296016
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_119_hp,0.0,0.117732,0.134228
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_119_hp,1.0,0.168776,0.186088
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_119_hp,2.0,0.193568,0.214084
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_119_hp,3.0,0.273176,0.2957
4,matching_annotaudio_Aditya_2018-08-19_0120-0200_119_hp,4.0,0.333956,0.34884
5,matching_annotaudio_Aditya_2018-08-19_0120-0200_119_hp,5.0,0.357028,0.37662
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_120_hp,0.0,0.121376,0.135384
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_120_hp,1.0,0.168356,0.180704
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_124_hp,0.0,0.086124,0.098092
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_124_hp,1.0,0.152276,0.163996
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_124_hp,2.0,0.202496,0.216688
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_124_hp,3.0,0.487324,0.499492
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_13_hp,0.0,0.021584,0.067748
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_13_hp,1.0,0.100264,0.146188
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_13_hp,2.0,0.1828,0.218404
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_13_hp,3.0,0.258588,0.270224
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_14_hp,0.0,0.0,0.034304
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_14_hp,1.0,0.073284,0.115264
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_14_hp,2.0,0.153224,0.190316
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_14_hp,3.0,0.2328,0.278244
4,matching_annotaudio_Aditya_2018-08-19_0120-0200_14_hp,4.0,0.320152,0.362572
5,matching_annotaudio_Aditya_2018-08-19_0120-0200_14_hp,5.0,0.397136,0.42368
6,matching_annotaudio_Aditya_2018-08-19_0120-0200_14_hp,6.0,0.423732,0.434176
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp,0.0,0.046936,0.0663
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp,1.0,0.073788,0.102536
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp,2.0,0.14158,0.168736
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp,3.0,0.175108,0.202184
4,matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp,4.0,0.230724,0.249796
5,matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp,5.0,0.255552,0.27856
6,matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp,6.0,0.285088,0.299256
7,matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp,7.0,0.329564,0.343452
8,matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp,8.0,0.349288,0.364232
9,matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp,9.0,0.369552,0.389828
10,matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp,10.0,0.428232,0.449592
11,matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp,11.0,0.458568,0.478432
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_21_hp,0.0,0.01212,0.0235
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_21_hp,1.0,0.145908,0.172432
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_21_hp,2.0,0.179984,0.206424
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_21_hp,3.0,0.251928,0.298916
4,matching_annotaudio_Aditya_2018-08-19_0120-0200_21_hp,4.0,0.339548,0.379824
5,matching_annotaudio_Aditya_2018-08-19_0120-0200_21_hp,5.0,0.408032,0.424688
6,matching_annotaudio_Aditya_2018-08-19_0120-0200_21_hp,6.0,0.429968,0.452136
7,matching_annotaudio_Aditya_2018-08-19_0120-0200_21_hp,7.0,0.48852,0.499492
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_22_hp,0.0,0.218704,0.27242
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_59_hp,0.0,0.035208,0.051252
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_59_hp,1.0,0.058852,0.075908
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_59_hp,2.0,0.128356,0.144904
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_59_hp,3.0,0.204916,0.226084
4,matching_annotaudio_Aditya_2018-08-19_0120-0200_59_hp,4.0,0.234352,0.25192
5,matching_annotaudio_Aditya_2018-08-19_0120-0200_59_hp,5.0,0.287924,0.3058
6,matching_annotaudio_Aditya_2018-08-19_0120-0200_59_hp,6.0,0.316172,0.327716
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_63_hp,0.0,0.15498,0.170504
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_63_hp,1.0,0.1773,0.198692
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_63_hp,2.0,0.233104,0.24858
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_63_hp,3.0,0.2549,0.271328
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_64_hp,0.0,0.228484,0.252152
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_64_hp,1.0,0.260368,0.28022
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_64_hp,2.0,0.287528,0.300716
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_64_hp,3.0,0.308148,0.32422
4,matching_annotaudio_Aditya_2018-08-19_0120-0200_64_hp,4.0,0.330652,0.34864
5,matching_annotaudio_Aditya_2018-08-19_0120-0200_64_hp,5.0,0.37476,0.391312
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_65_hp,0.0,0.147336,0.160164
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_65_hp,1.0,0.167208,0.183644
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_65_hp,2.0,0.214812,0.22906
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_65_hp,3.0,0.234728,0.251952
4,matching_annotaudio_Aditya_2018-08-19_0120-0200_65_hp,4.0,0.28454,0.2971
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_72_hp,0.0,0.0,0.01132
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_72_hp,1.0,0.183804,0.197428
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_72_hp,2.0,0.23442,0.251432
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_72_hp,3.0,0.258976,0.275012
4,matching_annotaudio_Aditya_2018-08-19_0120-0200_72_hp,4.0,0.3616,0.374904
5,matching_annotaudio_Aditya_2018-08-19_0120-0200_72_hp,5.0,0.418936,0.43178
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_73_hp,0.0,0.090828,0.10418
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_73_hp,1.0,0.1404,0.1702
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_73_hp,2.0,0.189668,0.20564
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_73_hp,3.0,0.231052,0.2556
4,matching_annotaudio_Aditya_2018-08-19_0120-0200_73_hp,4.0,0.380564,0.394056
5,matching_annotaudio_Aditya_2018-08-19_0120-0200_73_hp,5.0,0.454908,0.481044
6,matching_annotaudio_Aditya_2018-08-19_0120-0200_73_hp,6.0,0.489108,0.499492
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_74_hp,0.0,0.10434,0.117908
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_74_hp,1.0,0.144284,0.170448
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_74_hp,2.0,0.177392,0.196692
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_74_hp,3.0,0.230572,0.255648
4,matching_annotaudio_Aditya_2018-08-19_0120-0200_74_hp,4.0,0.256204,0.281868
5,matching_annotaudio_Aditya_2018-08-19_0120-0200_74_hp,5.0,0.319968,0.34438
6,matching_annotaudio_Aditya_2018-08-19_0120-0200_74_hp,6.0,0.400712,0.425948
7,matching_annotaudio_Aditya_2018-08-19_0120-0200_74_hp,7.0,0.4324,0.453
8,matching_annotaudio_Aditya_2018-08-19_0120-0200_74_hp,8.0,0.479816,0.499492
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_79_hp,0.0,0.157408,0.168832
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_79_hp,1.0,0.214188,0.228004
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_79_hp,2.0,0.234072,0.252432
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_79_hp,3.0,0.287076,0.301916
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_8_hp,0.0,0.224512,0.24988
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_8_hp,1.0,0.25646,0.269512
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_8_hp,2.0,0.303876,0.33602
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_8_hp,3.0,0.477164,0.4978
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_83_hp,0.0,0.12028,0.139664
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_83_hp,1.0,0.207856,0.246516
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_83_hp,2.0,0.300448,0.330472
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_90_hp,0.0,0.017776,0.033544
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_90_hp,1.0,0.088104,0.102972
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_90_hp,2.0,0.110532,0.12502
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_93_hp,0.0,0.157216,0.171924
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_93_hp,1.0,0.236788,0.252652
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_93_hp,2.0,0.260276,0.273664
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_93_hp,3.0,0.343144,0.353324
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_94_hp,0.0,0.13144,0.144048
0,matching_annotaudio_Aditya_2018-08-19_0120-0200_96_hp,0.0,0.054,0.090952
1,matching_annotaudio_Aditya_2018-08-19_0120-0200_96_hp,1.0,0.096664,0.107384
2,matching_annotaudio_Aditya_2018-08-19_0120-0200_96_hp,2.0,0.141992,0.177616
3,matching_annotaudio_Aditya_2018-08-19_0120-0200_96_hp,3.0,0.184816,0.20088
4,matching_annotaudio_Aditya_2018-08-19_0120-0200_96_hp,4.0,0.231964,0.257536
5,matching_annotaudio_Aditya_2018-08-19_0120-0200_96_hp,5.0,0.26724,0.293628
6,matching_annotaudio_Aditya_2018-08-19_0120-0200_96_hp,6.0,0.342936,0.354568
7,matching_annotaudio_Aditya_2018-08-19_0120-0200_96_hp,7.0,0.363208,0.38486
8,matching_annotaudio_Aditya_2018-08-19_0120-0200_96_hp,8.0,0.416256,0.44312
9,matching_annotaudio_Aditya_2018-08-19_0120-0200_96_hp,9.0,0.451036,0.465492
0,matching_annotaudio_Aditya_2018-08-19_23_17_hp,0.0,0.105988,0.120988
1,matching_annotaudio_Aditya_2018-08-19_23_17_hp,1.0,0.12722,0.1423
2,matching_annotaudio_Aditya_2018-08-19_23_17_hp,2.0,0.183544,0.198548
3,matching_annotaudio_Aditya_2018-08-19_23_17_hp,3.0,0.20458,0.222288
0,matching_annotaudio_Aditya_2018-08-19_23_18_hp,0.0,0.132052,0.145908
1,matching_annotaudio_Aditya_2018-08-19_23_18_hp,1.0,0.178952,0.19154
2,matching_annotaudio_Aditya_2018-08-19_23_18_hp,2.0,0.231592,0.250328
3,matching_annotaudio_Aditya_2018-08-19_23_18_hp,3.0,0.257796,0.271328
4,matching_annotaudio_Aditya_2018-08-19_23_18_hp,4.0,0.306412,0.318676
0,matching_annotaudio_Aditya_2018-08-19_23_19_hp,0.0,0.11824,0.131152
1,matching_annotaudio_Aditya_2018-08-19_23_19_hp,1.0,0.169232,0.182884
2,matching_annotaudio_Aditya_2018-08-19_23_19_hp,2.0,0.189116,0.199664
3,matching_annotaudio_Aditya_2018-08-19_23_19_hp,3.0,0.236252,0.249116
4,matching_annotaudio_Aditya_2018-08-19_23_19_hp,4.0,0.305732,0.31872
0,matching_annotaudio_Aditya_2018-08-19_23_2_hp,0.0,0.10324,0.118144
1,matching_annotaudio_Aditya_2018-08-19_23_2_hp,1.0,0.247016,0.25704
2,matching_annotaudio_Aditya_2018-08-19_23_2_hp,2.0,0.329976,0.348564
3,matching_annotaudio_Aditya_2018-08-19_23_2_hp,3.0,0.35674,0.369592
4,matching_annotaudio_Aditya_2018-08-19_23_2_hp,4.0,0.40652,0.429616
0,matching_annotaudio_Aditya_2018-08-19_23_37_hp,0.0,0.002696,0.019528
1,matching_annotaudio_Aditya_2018-08-19_23_37_hp,1.0,0.07616,0.095352
2,matching_annotaudio_Aditya_2018-08-19_23_37_hp,2.0,0.159648,0.181516
3,matching_annotaudio_Aditya_2018-08-19_23_37_hp,3.0,0.235376,0.247304
4,matching_annotaudio_Aditya_2018-08-19_23_37_hp,4.0,0.259164,0.273776
5,matching_annotaudio_Aditya_2018-08-19_23_37_hp,5.0,0.308756,0.321116
6,matching_annotaudio_Aditya_2018-08-19_23_37_hp,6.0,0.326612,0.344792
7,matching_annotaudio_Aditya_2018-08-19_23_37_hp,7.0,0.352152,0.364356
8,matching_annotaudio_Aditya_2018-08-19_23_37_hp,8.0,0.405908,0.416596
0,matching_annotaudio_Aditya_2018-08-19_23_40_hp,0.0,0.0647,0.0871
1,matching_annotaudio_Aditya_2018-08-19_23_40_hp,1.0,0.119936,0.13432
2,matching_annotaudio_Aditya_2018-08-19_23_40_hp,2.0,0.141364,0.164236
3,matching_annotaudio_Aditya_2018-08-19_23_40_hp,3.0,0.17044,0.185108
4,matching_annotaudio_Aditya_2018-08-19_23_40_hp,4.0,0.211252,0.227044
5,matching_annotaudio_Aditya_2018-08-19_23_40_hp,5.0,0.233416,0.24448
6,matching_annotaudio_Aditya_2018-08-19_23_40_hp,6.0,0.336232,0.349264
7,matching_annotaudio_Aditya_2018-08-19_23_40_hp,7.0,0.388652,0.401376
8,matching_annotaudio_Aditya_2018-08-19_23_40_hp,8.0,0.411988,0.422104
9,matching_annotaudio_Aditya_2018-08-19_23_40_hp,9.0,0.476468,0.488864
0,matching_annotaudio_Aditya_2018-08-19_23_5_hp,0.0,0.179176,0.193208
1,matching_annotaudio_Aditya_2018-08-19_23_5_hp,1.0,0.199916,0.220604
2,matching_annotaudio_Aditya_2018-08-19_23_5_hp,2.0,0.254724,0.269292
0,matching_annotaudio_Aditya_2018-08-20_0300-0400_18_hp,0.0,0.057124,0.089872
1,matching_annotaudio_Aditya_2018-08-20_0300-0400_18_hp,1.0,0.228488,0.248856
2,matching_annotaudio_Aditya_2018-08-20_0300-0400_18_hp,2.0,0.256696,0.26862
3,matching_annotaudio_Aditya_2018-08-20_0300-0400_18_hp,3.0,0.439664,0.463896
0,matching_annotaudio_Aditya_2018-08-20_0300-0400_19_hp,0.0,0.179404,0.192208
1,matching_annotaudio_Aditya_2018-08-20_0300-0400_19_hp,1.0,0.23398,0.24908
0,matching_annotaudio_Aditya_2018-08-20_0300-0400_35_hp,0.0,0.165896,0.182464
1,matching_annotaudio_Aditya_2018-08-20_0300-0400_35_hp,1.0,0.216716,0.228116
2,matching_annotaudio_Aditya_2018-08-20_0300-0400_35_hp,2.0,0.237004,0.251472
3,matching_annotaudio_Aditya_2018-08-20_0300-0400_35_hp,3.0,0.311164,0.323292
0,matching_annotaudio_Aditya_2018-08-20_0300-0400_58_hp,0.0,0.166408,0.185656
