,Unnamed: 0,Unnamed: 0.1,value,segment_number,measurement,file_name,unique_window_id,video_annot_id,num_bats,groupsize
120,1206,1813,-22.512943099776365,93,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,93_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
121,1209,1817,-35.704563483591954,94,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,94_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
122,1212,1821,-30.381672894615154,95,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,95_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
123,1215,1825,-33.08031824902642,96,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,96_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
124,1218,1829,-35.25378374494208,97,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,97_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
125,1221,1833,-35.67120901454781,98,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,98_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
126,1224,1838,-34.49011985783343,108,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,108_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
127,1227,1842,-34.12019905871604,115,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,115_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
128,1230,1847,-35.354663299491726,128,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,128_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
129,1233,1852,-33.33729639812633,129,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,129_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
130,1237,1857,-30.369447556428952,130,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,130_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
131,1241,1862,-33.689257716623146,206,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,206_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
132,1244,1866,-30.78089806593582,207,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,207_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
133,1248,1871,-35.709372571780484,208,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,208_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
134,1252,1877,-29.579582397529627,210,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,210_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
135,1255,1881,-32.06419552740869,211,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,211_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
136,1258,1885,-35.600289799350136,213,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,213_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
137,1261,1890,-35.20453566226583,217,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,217_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
138,1264,1896,-36.80628559911062,219,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,219_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
139,1267,1902,-25.011688461477885,220,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,220_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
140,1270,1906,-20.33039722699284,221,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,221_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
141,1273,1910,-23.519416646120035,222,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,222_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
142,1276,1915,-32.34267022619331,223,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,223_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
143,1280,1922,-24.303016734694538,224,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,224_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
144,1284,1928,-23.898257953870107,225,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,225_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
145,1287,1932,-17.138435428005664,226,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,226_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
146,1292,1939,-23.708058310302103,227,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,227_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
147,1298,1948,-33.17432363020575,0,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
148,1301,1955,-35.72781145897803,2,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
149,1304,1960,-34.72642600871069,5,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,5_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
150,1307,1964,-36.274697518820446,53,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,53_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
151,1310,1968,-30.04420125801849,56,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,56_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
152,1313,1972,-31.24449953688209,58,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,58_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
153,1316,1976,-29.912934310354878,63,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,63_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
154,1319,1980,-26.1392117645106,64,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,64_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
155,1322,1984,-23.27372299483448,65,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,65_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
156,1326,1989,-33.35858070776513,66,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,66_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
157,1330,1999,-33.385312671293626,67,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,67_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
158,1334,2005,-29.94546944181416,68,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,68_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
159,1338,2013,-28.89399327608099,69,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,69_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
160,1342,2020,-23.720513150668424,70,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,70_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
161,1345,2026,-23.512078556210298,71,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,71_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
162,1348,2031,-16.146382790178357,72,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,72_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
163,1352,2036,-23.391529557401643,73,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,73_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
164,1359,2048,-19.094872478794315,74,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,74_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
165,1364,2054,-28.07168531991576,75,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,75_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
166,1369,2061,-34.476873704663646,76,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,76_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
167,1372,2068,-31.16033400595643,78,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,78_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
168,1375,2073,-34.090733325784896,84,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,84_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp.WAV,Aditya_2018-08-16_21502300_49,2,multiple
169,2015,3001,-36.02607724246651,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_169_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_169_hp.WAV,Aditya_2018-08-16_2324_169,2,multiple
170,2018,3006,-31.542577603016866,4,rms,matching_annotaudio_Aditya_2018-08-16_2324_169_hp.WAV,4_matching_annotaudio_Aditya_2018-08-16_2324_169_hp.WAV,Aditya_2018-08-16_2324_169,2,multiple
171,2092,3113,-30.43078075782439,0,rms,matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,Aditya_2018-08-16_2324_182,2,multiple
172,2096,3119,-35.219768589818564,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,Aditya_2018-08-16_2324_182,2,multiple
173,2102,3132,-35.82165461682922,2,rms,matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,Aditya_2018-08-16_2324_182,2,multiple
174,2107,3142,-34.82449906191283,3,rms,matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,3_matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,Aditya_2018-08-16_2324_182,2,multiple
175,2111,3147,-36.80546454435229,7,rms,matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,7_matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,Aditya_2018-08-16_2324_182,2,multiple
176,2115,3153,-33.26572026990506,19,rms,matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,19_matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,Aditya_2018-08-16_2324_182,2,multiple
177,2118,3158,-34.32959573410352,20,rms,matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,20_matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,Aditya_2018-08-16_2324_182,2,multiple
178,2122,3164,-21.699938321171484,0,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
179,2126,3169,-28.762368080581236,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
180,2129,3173,-36.02278897207253,5,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,5_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
181,2133,3180,-36.25221781517614,10,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,10_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
182,2136,3186,-27.963868757389,17,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,17_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
183,2141,3194,-28.668976475413963,18,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,18_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
184,2148,3206,-27.018157364368864,19,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,19_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
185,2153,3213,-20.10032544054266,20,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,20_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
186,2160,3222,-30.714459708316987,21,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,21_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
187,2166,3230,-29.17237114395155,22,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,22_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
188,2170,3236,-15.297892361031682,23,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,23_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
189,2176,3244,-33.77993117893588,24,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,24_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
190,2180,3253,-28.088158224627744,25,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,25_matching_annotaudio_Aditya_2018-08-16_2324_18_hp.WAV,Aditya_2018-08-16_2324_18,2,multiple
191,2352,3502,-33.252457914898116,0,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,Aditya_2018-08-16_2324_207,2,multiple
192,2356,3509,-35.37851308321998,4,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,4_matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,Aditya_2018-08-16_2324_207,2,multiple
193,2360,3515,-33.66824488749589,6,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,6_matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,Aditya_2018-08-16_2324_207,2,multiple
194,2364,3523,-29.62165155804547,7,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,7_matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,Aditya_2018-08-16_2324_207,2,multiple
195,2368,3529,-34.556802916989454,8,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,8_matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,Aditya_2018-08-16_2324_207,2,multiple
196,2372,3537,-31.175049878700776,9,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,9_matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,Aditya_2018-08-16_2324_207,2,multiple
197,2376,3542,-33.56915048280292,10,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,10_matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,Aditya_2018-08-16_2324_207,2,multiple
198,2380,3548,-27.46460310470485,11,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,11_matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,Aditya_2018-08-16_2324_207,2,multiple
199,2385,3554,-36.02347937825931,16,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,16_matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,Aditya_2018-08-16_2324_207,2,multiple
200,2428,3624,-25.684419347004898,0,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
201,2432,3631,-22.163945663709445,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
202,2436,3638,-13.958196613826722,2,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
203,2441,3644,-26.26095795969581,3,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,3_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
204,2447,3651,-18.075445952177652,4,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,4_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
205,2451,3657,-25.44834597413216,5,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,5_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
206,2456,3665,-19.49668176371716,6,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,6_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
207,2460,3671,-23.709938403433725,7,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,7_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
208,2465,3681,-29.397750284786394,8,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,8_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
209,2471,3691,-24.471630867304086,9,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,9_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
210,2476,3699,-24.126257327088215,10,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,10_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
211,2481,3711,-18.51806955148006,11,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,11_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
212,2485,3718,-23.773388538043008,12,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,12_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
213,2490,3728,-23.221926335148805,13,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,13_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
214,2494,3734,-10.52048906368378,14,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,14_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
215,2499,3740,-27.159012206779373,15,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,15_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
216,2505,3750,-22.866413797184283,16,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,16_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
217,2508,3754,-30.077706589922695,17,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,17_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
218,2511,3760,-35.74915918522373,18,rms,matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,18_matching_annotaudio_Aditya_2018-08-16_2324_20_hp.WAV,Aditya_2018-08-16_2324_20,2,multiple
219,2632,3937,-28.477133573492512,0,rms,matching_annotaudio_Aditya_2018-08-16_2324_216_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_2324_216_hp.WAV,Aditya_2018-08-16_2324_216,2,multiple
220,2637,3944,-28.08397228145055,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_216_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_216_hp.WAV,Aditya_2018-08-16_2324_216,2,multiple
221,2644,3953,-22.652564666375184,0,rms,matching_annotaudio_Aditya_2018-08-16_2324_217_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_2324_217_hp.WAV,Aditya_2018-08-16_2324_217,2,multiple
222,2650,3961,-32.3803328630103,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_217_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_217_hp.WAV,Aditya_2018-08-16_2324_217,2,multiple
223,2655,3970,-28.029644613504573,2,rms,matching_annotaudio_Aditya_2018-08-16_2324_217_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_2324_217_hp.WAV,Aditya_2018-08-16_2324_217,2,multiple
224,2661,3979,-32.526877708612595,0,rms,matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,Aditya_2018-08-16_2324_218,3,multiple
225,2667,3992,-33.24647619939637,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,Aditya_2018-08-16_2324_218,3,multiple
226,2674,4000,-34.3480598276542,2,rms,matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,Aditya_2018-08-16_2324_218,3,multiple
227,2682,4013,-33.36333428558187,4,rms,matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,4_matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,Aditya_2018-08-16_2324_218,3,multiple
228,2687,4022,-36.112926039544206,6,rms,matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,6_matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,Aditya_2018-08-16_2324_218,3,multiple
229,2695,4035,-28.713332568603217,7,rms,matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,7_matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,Aditya_2018-08-16_2324_218,3,multiple
230,2701,4045,-28.24966008756586,8,rms,matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,8_matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,Aditya_2018-08-16_2324_218,3,multiple
