,Unnamed: 0,Unnamed: 0.1,value,segment_number,measurement,file_name,unique_window_id,video_annot_id,num_bats,groupsize
355,3516,5276,-27.837868541624534,45,rms,matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,45_matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,Aditya_2018-08-16_2324_23,2,multiple
356,3521,5283,-19.972404687210343,46,rms,matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,46_matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,Aditya_2018-08-16_2324_23,2,multiple
357,3525,5288,-32.3460993007278,47,rms,matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,47_matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,Aditya_2018-08-16_2324_23,2,multiple
358,3529,5295,-26.56823296574666,48,rms,matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,48_matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,Aditya_2018-08-16_2324_23,2,multiple
359,3535,5303,-26.745339837368434,49,rms,matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,49_matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,Aditya_2018-08-16_2324_23,2,multiple
360,3541,5312,-31.558527854664625,50,rms,matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,50_matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,Aditya_2018-08-16_2324_23,2,multiple
361,3545,5318,-24.57108530839509,51,rms,matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,51_matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,Aditya_2018-08-16_2324_23,2,multiple
362,3550,5324,-31.217934729829324,52,rms,matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,52_matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,Aditya_2018-08-16_2324_23,2,multiple
363,3553,5330,-33.02210257112284,53,rms,matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,53_matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,Aditya_2018-08-16_2324_23,2,multiple
364,3559,5340,-34.5175682484364,54,rms,matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,54_matching_annotaudio_Aditya_2018-08-16_2324_23_hp.WAV,Aditya_2018-08-16_2324_23,2,multiple
365,3705,5551,-27.346658247965717,0,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
366,3709,5559,-30.91924412240421,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
367,3714,5566,-25.225818132740034,2,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
368,3720,5574,-34.81342252767405,6,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,6_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
369,3723,5580,-36.330933533108855,7,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,7_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
370,3727,5586,-30.230937445437004,9,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,9_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
371,3731,5591,-34.42048506599565,11,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,11_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
372,3734,5597,-30.404506155569784,14,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,14_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
373,3738,5605,-30.22189977826999,15,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,15_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
374,3742,5610,-30.336125651793367,16,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,16_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
375,3746,5615,-33.75421198150192,17,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,17_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
376,3752,5629,-27.202469815574702,19,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,19_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
377,3757,5635,-28.996928842454608,20,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,20_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
378,3763,5643,-32.76203071612061,21,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,21_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
379,3767,5650,-24.14828222190455,22,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,22_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
380,3771,5655,-33.935416714164234,23,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,23_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
381,3775,5663,-32.07360574746532,24,rms,matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,24_matching_annotaudio_Aditya_2018-08-16_2324_26_hp.WAV,Aditya_2018-08-16_2324_26,2,multiple
382,3811,5719,-29.918616945702922,0,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
383,3814,5725,-35.50689699507332,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
384,3819,5733,-31.40614511112155,2,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
385,3823,5741,-35.59907994432206,4,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,4_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
386,3827,5746,-25.717907441470523,5,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,5_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
387,3832,5752,-30.9837935709389,6,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,6_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
388,3836,5758,-23.28612091028237,7,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,7_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
389,3842,5765,-25.163158977597313,8,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,8_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
390,3848,5774,-26.91830593215566,9,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,9_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
391,3855,5786,-29.39285443991487,10,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,10_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
392,3860,5797,-21.88145818762424,11,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,11_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
393,3865,5804,-24.896412090860963,12,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,12_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
394,3872,5814,-16.116571318426253,13,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,13_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
395,3876,5820,-16.645792342211205,14,rms,matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,14_matching_annotaudio_Aditya_2018-08-16_2324_28_hp.WAV,Aditya_2018-08-16_2324_28,2,multiple
396,3953,5934,-34.64865814066269,0,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
397,3956,5939,-34.79229615390429,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
398,3960,5944,-34.9319812765297,2,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
399,3964,5951,-34.239260021681524,3,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,3_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
400,3969,5958,-28.541233070020322,4,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,4_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
401,3973,5964,-31.1602685203759,5,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,5_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
402,3977,5969,-33.22547329342398,6,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,6_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
403,3983,5976,-36.515322510837606,7,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,7_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
404,3989,5988,-34.854982634319136,10,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,10_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
405,3994,5998,-19.48856786934019,12,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,12_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
406,3999,6005,-28.469068273926155,13,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,13_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
407,4006,6014,-33.59404101018284,15,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,15_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
408,4013,6026,-31.04120087389485,16,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,16_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
409,4018,6034,-30.815096609031013,18,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,18_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
410,4024,6043,-34.287416315340614,19,rms,matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,19_matching_annotaudio_Aditya_2018-08-16_2324_31_hp.WAV,Aditya_2018-08-16_2324_31,2,multiple
411,4029,6051,-9.988625460126688,0,rms,matching_annotaudio_Aditya_2018-08-16_2324_41_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_2324_41_hp.WAV,Aditya_2018-08-16_2324_41,2,multiple
412,4035,6058,-17.993304227371564,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_41_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_41_hp.WAV,Aditya_2018-08-16_2324_41,2,multiple
413,4039,6063,-20.409487071840303,2,rms,matching_annotaudio_Aditya_2018-08-16_2324_41_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_2324_41_hp.WAV,Aditya_2018-08-16_2324_41,2,multiple
414,4044,6070,-19.694101069575787,3,rms,matching_annotaudio_Aditya_2018-08-16_2324_41_hp.WAV,3_matching_annotaudio_Aditya_2018-08-16_2324_41_hp.WAV,Aditya_2018-08-16_2324_41,2,multiple
415,4048,6076,-30.87890645880443,6,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,6_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
416,4053,6083,-35.50689542774528,8,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,8_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
417,4057,6088,-34.179812078466895,10,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,10_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
418,4061,6096,-34.47588171480151,12,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,12_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
419,4066,6104,-36.851761257618165,14,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,14_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
420,4070,6111,-36.874016688812375,15,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,15_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
421,4076,6123,-29.752514499063814,16,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,16_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
422,4079,6128,-28.0202469582779,17,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,17_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
423,4084,6136,-32.28377929046143,18,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,18_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
424,4088,6142,-36.20208619641764,19,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,19_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
425,4093,6154,-23.23381913484159,20,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,20_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
426,4097,6160,-30.898202440768735,21,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,21_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
427,4102,6167,-23.924772169848175,22,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,22_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
428,4106,6172,-35.21417401202912,23,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,23_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
429,4112,6181,-26.420431358953337,24,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,24_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
430,4117,6190,-28.147572149488937,25,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,25_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
431,4123,6197,-25.728958495954405,26,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,26_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
432,4129,6206,-16.28357761308177,27,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,27_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
433,4134,6212,-20.70271056396084,28,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,28_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
434,4140,6219,-34.07759463103095,29,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,29_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
435,4146,6230,-32.72680918378533,33,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,33_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
436,4151,6238,-36.925967512620105,35,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,35_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
437,4154,6245,-36.36059428340777,39,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,39_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
438,4157,6250,-33.45485898117963,40,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,40_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
439,4160,6254,-35.342746183363836,42,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,42_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
440,4163,6260,-33.91895567287293,88,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,88_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
441,4167,6265,-36.811122761669665,92,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,92_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
442,4171,6270,-36.16165903545391,101,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,101_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
443,4174,6274,-30.473944902505245,103,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,103_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
444,4177,6278,-36.10620571519095,105,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,105_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
445,4180,6282,-35.86094279443154,108,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,108_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
446,4183,6288,-30.6099707195723,109,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,109_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
447,4187,6295,-30.39111592311292,110,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,110_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
448,4190,6301,-24.07331642037854,111,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,111_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
449,4194,6308,-31.289362021167516,112,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,112_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
450,4198,6316,-29.690128762084388,113,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,113_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
451,4203,6325,-31.270366575983502,114,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,114_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
452,4209,6334,-31.598258097717725,115,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,115_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
453,4215,6346,-25.983205585178972,116,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,116_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
454,4220,6354,-28.96322745085921,117,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,117_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
455,4227,6368,-28.235111412010436,118,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,118_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
456,4233,6380,-17.749555934018684,119,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,119_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
457,4237,6386,-26.525465615506466,120,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,120_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
458,4242,6393,-18.63406501119179,121,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,121_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
459,4249,6403,-33.41764128040863,122,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,122_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
460,4254,6416,-31.239379493461236,123,rms,matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,123_matching_annotaudio_Aditya_2018-08-16_2324_49_hp.WAV,Aditya_2018-08-16_2324_49,3,multiple
461,4260,6430,-36.97176711838706,22,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,22_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
462,4263,6435,-31.9604153744288,23,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,23_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
463,4266,6440,-26.949838783955702,24,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,24_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
464,4269,6445,-25.2902387516127,25,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,25_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
465,4272,6450,-31.12858425156707,27,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,27_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
466,4275,6455,-30.005953286874654,28,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,28_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
467,4278,6460,-32.833710218464475,29,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,29_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
468,4281,6465,-22.68893602118428,30,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,30_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
469,4284,6469,-30.245153478508925,31,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,31_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
470,4287,6473,-28.785022141853286,32,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,32_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
471,4290,6477,-17.797325687342987,33,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,33_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
472,4293,6481,-20.26243721261896,34,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,34_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
473,4296,6485,-35.69049997654424,35,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,35_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
474,4299,6489,-34.40095194419675,36,rms,matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,36_matching_annotaudio_Aditya_2018-08-16_2324_52_hp.WAV,Aditya_2018-08-16_2324_52,2,multiple
475,4302,6493,-35.341598055971545,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_59_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_59_hp.WAV,Aditya_2018-08-16_2324_59,3,multiple
476,4306,6500,-36.27928488208657,4,rms,matching_annotaudio_Aditya_2018-08-16_2324_59_hp.WAV,4_matching_annotaudio_Aditya_2018-08-16_2324_59_hp.WAV,Aditya_2018-08-16_2324_59,3,multiple
477,4310,6509,-28.21682944534126,5,rms,matching_annotaudio_Aditya_2018-08-16_2324_59_hp.WAV,5_matching_annotaudio_Aditya_2018-08-16_2324_59_hp.WAV,Aditya_2018-08-16_2324_59,3,multiple
